136	1 2 
137	2 2 6 
138	1 1 
139	1 2 
140	0 
141	1 2 
142	1 2 
143	2 19 2 
144	4 2 5 6 13 
145	2 6 8 
146	0 
147	1 6 
148	2 2 6 
149	1 2 
150	1 6 
151	0 
152	0 
153	4 2 6 8 19 
154	2 8 6 
155	2 2 19 
156	3 6 16 8 
157	0 
158	1 12 
159	4 2 13 14 19 
160	0 
161	0 
162	0 
163	3 12 7 2 
164	0 
165	1 19 
166	2 2 19 
167	3 2 6 8 
168	1 7 
169	2 2 13 
170	2 2 19 
171	1 2 
172	2 2 5 
173	4 2 12 13 19 
174	2 2 12 
175	3 2 13 19 
176	3 1 2 19 
177	2 5 12 
178	2 2 16 
179	1 6 
180	2 2 5 
181	3 2 13 19 
182	1 8 
183	1 5 
184	1 2 
185	1 2 
186	3 2 13 19 
187	3 2 12 19 
188	0 
189	2 19 13 
190	4 2 6 8 12 
191	1 2 
192	0 
193	1 6 
194	0 
195	4 1 2 3 19 
196	1 7 
197	1 2 
198	1 19 
199	3 2 6 8 
200	2 2 6 
201	2 2 19 
202	2 2 13 
203	1 12 
204	2 2 19 
205	3 2 6 8 
206	1 16 
207	4 2 8 12 13 
208	3 18 19 10 
209	0 
210	1 8 
211	2 6 19 
212	2 6 8 
213	2 2 14 
214	2 2 13 
215	3 19 2 1 
216	2 7 6 
217	1 8 
218	3 6 13 18 
219	0 
220	1 6 
221	1 8 
222	2 2 19 
223	3 2 6 8 
224	3 16 12 6 
225	1 2 
226	1 7 
227	2 4 10 
228	1 5 
229	1 12 
230	1 12 
231	1 12 
232	1 2 
233	1 12 
234	2 2 19 
235	2 2 19 
236	3 2 19 20 
237	3 2 13 19 
238	2 2 18 
239	2 2 12 
240	4 2 6 12 13 
241	0 
242	1 12 
243	4 2 5 6 19 
244	1 2 
245	4 2 6 12 19 
246	0 
247	1 7 
248	0 
249	2 2 13 
250	4 2 6 12 13 
251	2 2 19 
252	2 2 14 
253	2 2 19 
254	1 2 
255	2 2 18 
256	2 8 6 
257	1 14 
258	2 2 6 
259	3 2 13 19 
260	2 7 6 
261	2 5 6 
262	0 
263	0 
264	0 
265	3 2 6 19 
266	3 2 6 19 
267	2 18 5 
268	1 8 
269	3 2 6 19 
270	4 2 6 8 19 
271	1 8 
272	3 2 13 19 
273	3 2 5 18 
274	1 1 
275	2 2 19 
276	1 2 
277	3 2 6 19 
278	1 10 
279	1 12 
280	2 12 7 
281	4 2 6 8 12 
282	0 
283	1 2 
284	1 7 
285	2 2 19 
286	1 12 
287	2 2 19 
288	3 1 2 19 
289	0 
290	1 2 
291	1 2 
292	0 
293	2 12 8 
294	1 5 
295	0 
296	0 
297	2 12 6 
298	3 2 6 13 
299	4 1 2 6 19 
300	0 
301	1 1 
302	3 18 2 19 
303	1 2 
304	4 12 7 2 6 
305	3 1 2 19 
306	2 2 19 
307	0 
308	1 2 
309	4 2 6 7 19 
310	1 13 
311	0 
312	4 2 6 13 19 
313	1 7 
314	2 2 6 
315	3 1 2 19 
316	0 
317	3 2 6 19 
318	1 12 
319	3 2 19 20 
320	0 
321	3 2 6 8 
322	2 2 19 
323	0 
324	1 12 
325	2 2 19 
326	2 5 16 
327	1 6 
328	0 
329	2 2 19 
330	4 2 6 12 19 
331	4 2 12 18 19 
332	1 6 
333	2 2 19 
334	2 2 5 
335	2 2 6 
336	2 1 19 
337	0 
338	4 2 5 6 19 
339	1 18 
340	2 2 19 
341	2 7 19 
342	1 2 
343	1 2 
344	1 5 
345	2 2 19 
346	2 2 6 
347	1 2 
348	3 5 18 19 
349	2 2 6 
350	2 2 5 
351	2 6 7 
352	0 
353	1 19 
354	1 2 
355	0 
356	1 14 
357	2 2 12 
358	1 7 
359	1 12 
360	1 20 
361	2 15 6 
362	1 19 
363	0 
364	2 2 13 
365	2 20 21 
366	2 2 22 
367	0 
368	2 5 16 
369	2 7 12 
370	2 2 6 
371	1 7 
372	4 2 13 20 22 
373	2 2 13 
374	1 2 
375	1 2 
376	0 
377	2 2 6 
378	2 5 6 
379	1 1 
380	2 2 6 
381	2 2 19 
382	1 19 
383	0 
384	3 1 2 19 
385	4 2 13 14 19 
386	2 2 13 
387	3 1 2 19 
388	1 7 
389	2 2 19 
390	2 2 19 
391	3 6 17 5 
392	0 
393	2 19 2 
394	3 2 12 14 
395	0 
396	1 1 
397	0 
398	3 5 6 16 
399	1 20 
400	2 2 19 
401	1 5 
402	2 8 6 
403	2 2 19 
404	1 8 
405	4 2 12 13 19 
406	3 12 7 6 
407	0 
408	2 5 19 
409	1 9 
410	2 2 19 
411	2 6 5 
412	1 12 
413	1 12 
414	4 2 6 7 12 
415	1 2 
416	0 
417	3 2 5 6 
418	2 2 19 
419	2 2 6 
420	3 7 12 9 
421	2 13 19 
422	1 7 
423	2 6 5 
424	0 
425	4 1 2 18 19 
426	3 2 10 19 
427	1 2 
428	1 12 
429	1 8 
430	4 5 6 16 3 
431	2 7 12 
432	4 2 6 16 19 
433	0 
434	1 19 
435	1 6 
436	1 8 
437	0 
438	4 2 6 7 13 
439	1 7 
440	1 8 
441	1 5 
442	2 7 6 
443	4 2 6 10 19 
444	0 
445	4 7 6 2 12 
446	1 7 
447	2 2 19 
448	1 14 
449	2 2 19 
450	1 4 
451	4 2 6 12 13 
452	2 2 19 
453	1 19 
454	2 2 19 
455	3 2 6 19 
456	1 14 
457	1 5 
458	2 2 19 
459	2 2 8 
460	0 
461	0 
462	1 5 
463	2 2 19 
464	0 
465	1 16 
466	1 12 
467	2 2 14 
468	3 2 5 19 
469	4 2 6 8 12 
470	2 2 19 
471	2 8 14 
472	2 2 19 
473	1 3 
474	3 1 2 19 
475	0 
476	1 20 
477	0 
478	2 12 11 
479	2 7 13 
480	0 
481	2 2 12 
482	2 14 2 
483	4 2 6 7 13 
484	1 5 
485	0 
486	4 2 6 12 19 
487	3 2 6 13 
488	1 2 
489	3 7 6 12 
490	1 5 
491	2 11 7 
492	0 
493	4 12 6 7 2 
494	3 2 10 19 
495	0 
496	4 2 5 6 19 
497	3 2 12 19 
498	2 2 19 
499	2 1 19 
500	2 2 19 
501	2 11 8 
502	2 2 19 
503	4 2 6 8 13 
504	1 6 
505	4 6 7 2 8 
506	4 2 10 18 19 
507	0 
508	1 8 
509	3 2 6 19 
510	1 19 
511	0 
512	0 
513	1 20 
514	1 6 
515	4 2 6 7 19 
516	1 7 
517	1 8 
518	2 2 6 
519	2 5 18 
520	0 
521	1 6 
522	0 
523	2 2 6 
524	1 12 
525	1 2 
526	2 2 6 
527	2 2 6 
528	1 21 
529	4 2 6 8 19 
530	1 2 
531	2 2 19 
532	3 2 8 12 
533	3 2 6 19 
534	2 2 19 
535	2 2 19 
536	1 2 
537	1 22 
538	0 
539	1 6 
540	0 
541	4 12 2 6 5 
542	0 
543	1 6 
544	2 2 19 
545	2 5 6 
546	0 
547	2 2 19 
548	1 7 
549	1 6 
550	3 1 2 19 
551	0 
552	2 2 19 
553	1 6 
554	1 14 
555	2 2 12 
556	2 2 19 
557	1 2 
558	0 
559	3 5 2 6 
560	1 19 
561	2 2 22 
562	1 5 
563	2 2 12 
564	1 2 
565	0 
566	1 9 
567	1 12 
568	3 6 8 2 
569	0 
570	1 7 
571	2 2 8 
572	1 12 
573	2 13 21 
574	2 7 6 
575	3 2 6 7 
576	1 2 
577	2 13 21 
578	1 1 
579	1 19 
580	3 2 6 13 
581	3 2 6 12 
582	1 2 
583	2 7 12 
584	1 8 
585	2 8 6 
586	1 2 
587	3 2 13 19 
588	0 
589	4 2 10 13 19 
590	1 10 
591	0 
592	2 2 13 
593	3 2 5 12 
594	1 13 
595	2 2 5 
596	2 13 19 
597	0 
598	2 2 19 
599	4 2 6 8 12 
600	1 19 
601	0 
602	0 
603	4 2 6 12 19 
604	0 
605	3 2 19 20 
606	1 5 
607	4 19 20 2 13 
608	3 7 12 6 
609	2 2 19 
610	3 2 6 7 
611	4 2 5 6 13 
612	3 6 7 2 
613	2 2 6 
614	4 1 2 6 19 
615	1 12 
616	2 2 19 
617	1 20 
618	1 5 
619	1 2 
620	1 12 
621	2 7 6 
622	0 
623	1 15 
624	1 2 
625	1 2 
626	1 2 
627	4 2 12 13 19 
628	1 7 
629	2 12 7 
630	3 12 7 6 
631	0 
632	3 2 18 19 
633	3 2 19 22 
634	3 6 7 12 
635	0 
636	1 20 
637	3 20 19 21 
638	1 12 
639	1 2 
640	0 
641	3 2 8 14 
642	3 8 6 2 
643	3 6 7 8 
644	2 19 20 
645	1 2 
646	3 2 6 12 
647	3 2 6 8 
648	0 
649	2 6 12 
650	3 2 13 19 
651	3 2 13 19 
652	3 1 2 19 
653	2 2 19 
654	2 2 19 
655	2 2 22 
656	3 1 2 19 
657	2 2 10 
658	3 2 12 13 
659	1 2 
660	0 
661	3 1 2 19 
662	1 19 
663	1 7 
664	0 
665	1 2 
666	1 14 
667	0 
668	4 19 20 2 21 
669	0 
670	2 10 13 
671	0 
672	2 2 6 
673	1 19 
674	1 19 
675	3 2 6 12 
676	2 2 19 
677	4 2 5 13 19 
678	2 19 13 
679	2 2 6 
680	1 6 
681	4 7 12 6 13 
682	3 1 2 19 
683	1 2 
684	3 19 20 1 
685	3 1 2 19 
686	2 7 6 
687	1 2 
688	1 13 
689	2 2 12 
690	1 1 
691	2 2 19 
692	0 
693	1 19 
694	4 2 5 6 12 
695	2 1 19 
696	1 5 
697	4 7 6 8 9 
698	4 2 5 6 19 
699	1 1 
700	1 13 
701	3 2 5 19 
702	3 2 19 21 
703	2 2 19 
704	2 2 22 
705	4 2 12 18 19 
706	2 2 19 
707	1 19 
708	1 12 
709	2 2 19 
710	1 19 
711	2 4 19 
712	3 2 6 12 
713	1 14 
714	1 2 
715	4 5 6 16 18 
716	0 
717	1 6 
718	0 
719	3 2 6 19 
720	1 1 
721	4 2 12 13 14 
722	1 5 
723	2 16 13 
724	2 8 6 
725	0 
726	2 6 2 
727	2 2 19 
728	0 
729	2 2 19 
730	0 
731	1 16 
732	0 
733	1 19 
734	0 
735	2 2 19 
736	4 1 2 5 19 
737	4 2 5 18 19 
738	0 
739	1 2 
740	1 14 
741	3 7 12 6 
742	1 7 
743	1 2 
744	1 3 
745	2 2 6 
746	0 
747	3 2 12 13 
748	1 12 
749	2 2 12 
750	3 1 2 19 
751	1 7 
752	1 10 
753	1 6 
754	1 12 
755	4 2 13 19 21 
756	2 2 8 
757	3 1 2 19 
758	0 
759	1 2 
760	1 13 
761	3 2 6 19 
762	4 2 6 12 19 
763	2 2 19 
764	1 2 
765	0 
766	0 
767	2 18 5 
768	2 2 13 
769	3 2 6 12 
770	2 2 19 
771	3 2 6 8 
772	2 7 6 
773	0 
774	2 7 6 
775	2 2 19 
776	1 2 
777	1 2 
778	0 
779	2 2 6 
780	3 13 7 6 
781	2 2 6 
782	2 2 19 
783	4 12 7 6 2 
784	4 2 6 8 19 
785	1 2 
786	2 2 5 
787	4 2 6 10 12 
788	3 7 6 8 
789	3 2 6 19 
790	1 14 
791	1 7 
792	2 2 19 
793	1 7 
794	1 7 
795	2 5 16 
796	1 2 
797	4 1 2 8 19 
798	0 
799	1 2 
800	3 7 9 6 
801	1 1 
802	4 2 12 13 19 
803	3 2 6 19 
804	1 2 
805	3 1 2 19 
806	3 2 5 19 
807	3 17 16 6 
808	0 
809	0 
810	0 
811	2 2 19 
812	1 2 
813	4 2 6 7 12 
814	2 2 19 
815	2 19 2 
816	2 5 3 
817	1 6 
818	1 1 
819	1 7 
820	2 11 16 
821	3 5 6 18 
822	3 5 6 16 
823	3 7 6 8 
824	4 2 9 16 19 
825	0 
826	1 8 
827	2 5 6 
828	3 2 18 19 
829	4 2 6 8 13 
830	1 13 
831	1 19 
832	0 
833	3 2 10 19 
834	1 12 
835	3 1 2 19 
836	2 5 6 
837	3 1 2 19 
838	2 2 19 
839	1 2 
840	1 7 
841	1 12 
842	2 5 6 
843	2 7 6 
844	4 2 8 12 13 
845	0 
846	1 19 
847	3 2 6 8 
848	1 8 
849	0 
850	3 2 6 12 
851	1 20 
852	2 12 7 
853	3 12 7 2 
854	3 9 6 8 
855	1 2 
856	2 7 6 
857	0 
858	1 6 
859	1 2 
860	1 5 
861	4 2 6 8 12 
862	2 2 19 
863	4 6 5 16 2 
864	1 5 
865	1 8 
866	2 2 19 
867	3 1 2 19 
868	0 
869	1 2 
870	1 2 
871	4 2 8 12 14 
872	1 5 
873	2 5 6 
874	2 5 6 
875	3 2 5 19 
876	2 7 6 
877	1 12 
878	1 2 
879	2 20 19 
880	0 
881	2 20 19 
882	0 
883	2 2 13 
884	4 1 2 12 19 
885	3 1 2 19 
886	3 2 6 19 
887	2 2 19 
888	1 2 
889	2 6 8 
890	1 8 
891	3 7 6 2 
892	4 2 6 7 8 
893	1 19 
894	3 2 8 14 
895	1 5 
896	1 2 
897	2 2 19 
898	2 2 12 
899	3 2 10 12 
900	1 2 
901	0 
902	2 5 6 
903	1 12 
904	1 1 
905	0 
906	1 12 
907	4 1 2 19 21 
908	1 12 
909	3 2 18 19 
910	2 5 6 
911	1 6 
912	1 7 
913	1 2 
914	1 19 
915	2 2 19 
916	1 2 
917	1 5 
918	2 21 20 
919	4 2 6 12 19 
920	2 3 19 
921	1 2 
922	2 16 15 
923	2 2 19 
924	4 7 6 8 11 
925	2 2 19 
926	2 7 10 
927	2 2 16 
928	1 6 
929	3 2 5 6 
930	3 2 6 8 
931	3 2 13 14 
932	1 6 
933	1 1 
934	1 14 
935	1 5 
936	2 2 5 
937	0 
938	4 2 5 6 19 
939	1 2 
940	2 2 19 
941	1 8 
942	2 2 6 
943	2 7 2 
944	4 2 13 19 22 
945	3 7 6 12 
946	0 
947	1 2 
948	4 2 6 8 19 
949	0 
950	1 12 
951	3 6 7 12 
952	1 18 
953	3 2 5 19 
954	4 12 7 2 6 
955	2 2 19 
956	2 1 19 
957	1 19 
958	1 18 
959	2 5 6 
960	1 7 
961	0 
962	3 2 19 20 
963	2 19 18 
964	0 
965	1 2 
966	0 
967	2 2 3 
968	0 
969	2 2 6 
970	2 2 19 
971	2 2 13 
972	4 8 6 16 17 
973	2 2 6 
974	3 12 7 8 
975	3 2 6 19 
976	1 8 
977	2 2 13 
978	0 
979	1 2 
980	2 5 6 
981	1 18 
982	1 7 
983	0 
984	1 12 
985	1 2 
986	1 5 
987	4 2 6 8 19 
988	2 20 19 
989	0 
990	2 2 19 
991	1 12 
992	2 14 8 
993	3 6 12 8 
994	0 
995	2 5 6 
996	1 2 
997	3 2 6 19 
998	2 2 19 
999	3 1 2 19 
1000	4 2 6 12 19 
1001	4 2 6 8 19 
1002	2 2 13 
1003	2 22 21 
1004	0 
1005	1 2 
1006	1 6 
1007	1 2 
1008	2 2 19 
1009	2 2 19 
1010	3 2 8 12 
1011	1 7 
1012	2 12 8 
1013	3 2 5 12 
1014	1 19 
1015	4 2 6 8 12 
1016	2 16 6 
1017	3 2 11 6 
1018	1 19 
1019	2 2 19 
1020	0 
1021	1 2 
1022	3 2 13 19 
1023	4 12 8 13 6 
1024	2 6 7 
1025	0 
1026	0 
1027	2 2 13 
1028	0 
1029	4 6 7 9 2 
1030	0 
1031	4 1 2 3 19 
1032	1 5 
1033	0 
1034	0 
1035	0 
1036	3 2 6 19 
1037	0 
1038	1 2 
1039	4 2 8 12 16 
1040	1 2 
1041	2 2 13 
1042	1 2 
1043	1 19 
1044	3 2 6 7 
1045	1 2 
1046	4 2 6 7 14 
1047	4 2 5 6 16 
1048	1 2 
1049	2 2 13 
1050	3 7 6 12 
1051	0 
1052	0 
1053	1 14 
1054	0 
1055	3 2 12 19 
1056	0 
1057	0 
1058	1 2 
1059	0 
1060	1 5 
1061	1 2 
1062	1 2 
1063	0 
1064	1 2 
1065	0 
1066	1 10 
1067	2 2 8 
1068	1 5 
1069	1 2 
1070	2 2 19 
1071	4 2 6 8 19 
1072	1 5 
1073	3 2 6 8 
1074	3 2 6 7 
1075	0 
1076	3 2 10 19 
1077	1 19 
1078	3 5 6 13 
1079	0 
1080	4 2 6 8 12 
1081	2 6 8 
1082	1 2 
1083	3 2 6 8 
1084	1 19 
1085	1 7 
1086	1 8 
1087	0 
1088	0 
1089	3 2 6 19 
1090	0 
1091	4 2 6 13 19 
1092	3 1 2 19 
1093	0 
1094	0 
1095	1 12 
1096	1 14 
1097	0 
1098	1 2 
1099	0 
1100	3 2 6 8 
1101	1 14 
1102	1 2 
1103	3 1 2 19 
1104	1 19 
1105	1 16 
1106	1 9 
1107	1 5 
1108	0 
1109	1 2 
1110	1 13 
1111	0 
1112	1 5 
1113	2 2 7 
1114	2 13 19 
1115	2 1 19 
1116	0 
1117	1 2 
1118	2 2 19 
1119	1 19 
1120	4 6 8 10 13 
1121	3 2 6 8 
1122	1 2 
1123	4 2 4 18 19 
1124	1 2 
1125	2 2 19 
1126	0 
1127	4 7 6 12 2 
1128	2 5 6 
1129	2 2 19 
1130	2 2 8 
1131	0 
1132	1 7 
1133	2 2 5 
1134	4 6 7 8 12 
1135	1 19 
1136	3 2 5 19 
1137	1 14 
1138	1 18 
1139	2 2 19 
1140	1 13 
1141	0 
1142	0 
1143	1 11 
1144	1 19 
1145	4 2 6 7 12 
1146	2 12 7 
1147	3 5 6 2 
1148	1 19 
1149	0 
1150	4 2 6 7 13 
1151	2 5 18 
1152	1 2 
1153	0 
1154	1 19 
1155	0 
1156	1 3 
1157	1 19 
1158	2 2 19 
1159	0 
1160	1 6 
1161	3 6 7 2 
1162	0 
1163	4 12 7 6 2 
1164	1 2 
1165	0 
1166	1 2 
1167	1 14 
1168	3 5 18 19 
1169	1 19 
1170	2 17 6 
1171	3 7 6 8 
1172	2 12 6 
1173	1 22 
1174	3 1 2 19 
1175	1 2 
1176	1 7 
1177	4 2 13 19 20 
1178	0 
1179	1 2 
1180	4 2 19 20 21 
1181	1 8 
1182	0 
1183	1 1 
1184	2 2 19 
1185	1 1 
1186	2 2 6 
1187	1 1 
1188	3 8 12 6 
1189	2 8 6 
1190	2 6 16 
1191	2 12 16 
1192	2 2 19 
1193	1 6 
1194	1 5 
1195	3 12 7 6 
1196	1 7 
1197	2 2 19 
1198	2 7 6 
1199	4 2 5 6 19 
1200	3 8 14 6 
1201	1 2 
1202	0 
1203	2 6 8 
1204	3 2 6 12 
1205	4 5 6 2 18 
1206	1 6 
1207	1 7 
1208	1 12 
1209	0 
1210	1 8 
1211	1 19 
1212	1 2 
1213	4 2 5 6 14 
1214	1 12 
1215	4 2 6 8 13 
1216	2 2 13 
1217	3 2 5 19 
1218	3 18 19 2 
1219	2 14 13 
1220	0 
1221	1 5 
1222	0 
1223	1 7 
1224	4 2 6 14 19 
1225	0 
1226	1 2 
1227	2 5 6 
1228	3 2 6 12 
1229	1 10 
1230	1 12 
1231	1 6 
1232	1 7 
1233	0 
1234	1 8 
1235	0 
1236	2 12 6 
1237	1 2 
1238	1 6 
1239	1 14 
1240	2 12 7 
1241	3 2 6 12 
1242	2 2 13 
1243	2 12 16 
1244	0 
1245	1 2 
1246	0 
1247	0 
1248	1 12 
1249	1 12 
1250	2 19 2 
1251	1 12 
1252	1 6 
1253	1 13 
1254	3 2 6 12 
1255	2 2 19 
1256	1 2 
1257	2 2 12 
1258	0 
1259	0 
1260	4 1 2 13 19 
1261	1 5 
1262	3 1 2 19 
1263	3 20 19 18 
1264	2 2 19 
1265	1 5 
1266	0 
1267	0 
1268	0 
1269	2 2 6 
1270	1 20 
1271	1 8 
1272	3 2 6 19 
1273	1 16 
1274	3 2 8 19 
1275	1 12 
1276	1 12 
1277	1 19 
1278	0 
1279	3 1 2 19 
1280	1 2 
1281	1 7 
1282	3 2 6 13 
1283	2 2 19 
1284	1 13 
1285	1 14 
1286	0 
1287	1 6 
1288	2 12 7 
1289	2 2 19 
1290	1 2 
1291	3 12 8 6 
1292	2 2 19 
1293	4 2 6 10 19 
1294	4 2 6 8 12 
1295	3 6 7 12 
1296	1 7 
1297	2 2 6 
1298	4 2 6 7 8 
1299	1 18 
1300	0 
1301	0 
1302	4 2 6 12 13 
1303	2 10 4 
1304	4 1 2 5 19 
1305	2 2 8 
1306	3 2 6 7 
1307	1 2 
1308	2 12 6 
1309	4 2 6 13 19 
1310	4 2 6 7 19 
1311	4 1 2 10 19 
1312	1 1 
1313	0 
1314	2 7 12 
1315	1 13 
1316	1 2 
1317	0 
1318	3 2 19 21 
1319	0 
1320	2 2 22 
1321	0 
1322	0 
1323	2 2 19 
1324	3 19 1 2 
1325	1 7 
1326	1 7 
1327	2 2 19 
1328	1 19 
1329	0 
1330	2 2 5 
1331	0 
1332	0 
1333	3 2 6 8 
1334	1 2 
1335	2 6 2 
1336	0 
1337	2 6 19 
1338	1 2 
1339	2 2 19 
1340	3 2 5 13 
1341	2 12 7 
1342	3 2 5 12 
1343	2 2 19 
1344	4 2 19 1 3 
1345	3 19 2 13 
1346	3 3 19 2 
1347	1 2 
1348	1 2 
1349	3 2 14 19 
1350	4 2 10 12 13 
1351	1 2 
1352	1 2 
1353	1 14 
1354	1 8 
1355	4 2 6 7 19 
1356	2 12 2 
1357	1 8 
1358	3 2 6 19 
1359	1 19 
1360	4 2 5 6 19 
1361	4 2 6 8 19 
1362	3 13 18 19 
1363	1 2 
1364	3 2 12 18 
1365	1 13 
1366	3 1 2 19 
1367	1 7 
1368	1 2 
1369	2 2 19 
1370	2 5 18 
1371	0 
1372	3 2 6 7 
1373	4 2 5 12 19 
1374	4 2 6 7 19 
1375	0 
1376	0 
1377	1 2 
1378	1 16 
1379	1 6 
1380	1 12 
1381	2 19 1 
1382	3 2 6 13 
1383	3 2 12 14 
1384	0 
1385	1 9 
1386	3 2 18 19 
1387	3 2 16 19 
1388	2 2 22 
1389	0 
1390	1 7 
1391	1 2 
1392	1 19 
1393	1 19 
1394	1 2 
1395	1 12 
1396	2 7 6 
1397	1 5 
1398	0 
1399	0 
1400	1 13 
1401	1 6 
1402	2 2 7 
1403	3 2 19 21 
1404	0 
1405	2 2 19 
1406	3 2 13 19 
1407	2 2 19 
1408	2 5 6 
1409	4 2 6 12 13 
1410	2 2 19 
1411	1 14 
1412	4 12 7 6 2 
1413	0 
1414	3 2 6 19 
1415	2 6 7 
1416	1 2 
1417	1 8 
1418	4 2 5 6 8 
1419	0 
1420	2 13 8 
1421	4 2 6 12 19 
1422	1 13 
1423	4 2 10 13 15 
1424	3 2 13 19 
1425	2 5 18 
1426	1 3 
1427	1 1 
1428	3 2 3 5 
1429	2 2 8 
1430	1 7 
1431	4 1 2 10 19 
1432	2 2 19 
1433	0 
1434	2 2 22 
1435	1 5 
1436	3 2 19 22 
1437	0 
1438	0 
1439	2 5 18 
1440	2 2 19 
1441	1 2 
1442	3 7 6 8 
1443	0 
1444	0 
1445	2 2 5 
1446	4 2 5 6 12 
1447	0 
1448	2 16 15 
1449	3 2 10 19 
1450	4 2 8 14 19 
1451	3 1 2 19 
1452	3 1 2 19 
1453	0 
1454	1 2 
1455	2 2 12 
1456	1 2 
1457	2 12 2 
1458	1 19 
1459	1 1 
1460	1 12 
1461	0 
1462	3 2 6 13 
1463	3 2 6 19 
1464	1 14 
1465	1 22 
1466	1 2 
1467	4 1 2 6 19 
1468	3 2 13 19 
1469	3 1 2 19 
1470	0 
1471	3 1 2 19 
1472	1 2 
1473	1 19 
1474	1 19 
1475	1 5 
1476	2 2 6 
1477	2 2 19 
1478	1 8 
1479	1 19 
1480	3 2 6 8 
1481	1 2 
1482	4 2 5 12 19 
1483	0 
1484	3 1 2 19 
1485	3 1 2 19 
1486	0 
1487	2 2 19 
1488	1 12 
1489	3 5 18 16 
1490	2 12 7 
1491	4 5 6 2 16 
1492	1 13 
1493	0 
1494	4 2 9 10 15 
1495	3 2 6 19 
1496	1 19 
1497	4 2 6 8 19 
1498	3 8 12 13 
1499	2 2 12 
1500	1 19 
1501	2 2 14 
1502	3 2 12 13 
1503	1 16 
1504	1 1 
1505	1 18 
1506	1 12 
1507	2 3 19 
1508	2 2 19 
1509	3 1 2 19 
1510	2 2 22 
1511	2 1 2 
1512	2 2 19 
1513	1 2 
1514	1 16 
1515	1 12 
1516	2 16 12 
1517	3 1 2 19 
1518	1 13 
1519	2 2 19 
1520	1 7 
1521	4 2 6 8 19 
1522	0 
1523	4 1 2 18 19 
1524	3 2 6 12 
1525	3 2 19 20 
1526	0 
1527	3 7 9 10 
1528	2 2 12 
1529	4 1 2 6 19 
1530	1 7 
1531	0 
1532	4 2 5 19 20 
1533	1 5 
1534	3 2 10 19 
1535	2 2 19 
1536	2 5 6 
1537	2 16 5 
1538	1 13 
1539	3 1 2 19 
1540	1 5 
1541	0 
1542	1 2 
1543	2 2 19 
1544	2 2 6 
1545	2 2 19 
1546	0 
1547	0 
1548	2 2 19 
1549	0 
1550	2 16 8 
1551	3 2 19 20 
1552	2 2 12 
1553	1 12 
1554	4 2 6 8 16 
1555	1 2 
1556	1 6 
1557	2 19 20 
1558	0 
1559	0 
1560	1 1 
1561	1 2 
1562	3 2 6 8 
1563	1 16 
1564	1 8 
1565	3 2 6 19 
1566	0 
1567	1 3 
1568	0 
1569	1 13 
1570	1 8 
1571	1 2 
1572	3 12 2 7 
1573	2 2 19 
1574	1 12 
1575	0 
1576	1 2 
1577	0 
1578	4 9 13 21 7 
1579	3 2 6 13 
1580	1 6 
1581	1 2 
1582	2 6 5 
1583	3 2 18 19 
1584	1 10 
1585	0 
1586	3 2 4 10 
1587	1 5 
1588	0 
1589	2 7 6 
1590	2 12 8 
1591	2 2 19 
1592	2 2 19 
1593	1 2 
1594	3 2 5 6 
